What is my ideal weight?,The ideal weight gain is based on your pre-pregnancy Body Mass Index. Check your BMI (https://www.nhlbi.nih.gov/health/ educational/lose_wt/BMI/bmicalc.htm),what,
Is having diarrhea normal during pregnancy?,"Diarrhea during the pregnancy is not normal, and could be due to viral or bacterial infections. To avoid dehydration, we would like to suggest visiting a doctor to assess your hydration and determine if there is any infection. Bloody stools are especially dangerous, and warrants immediate visit to a doctor.",symptom,
Why do I feel like farting or passing gas during pregnancy?,"Being gassy during the pregnancy is very common. You may try taking smaller and more frequent meals, eating slowerly, and. While it may be troubling for you, rest assured that it is not a problem for your baby. ",why,
Will past abortions affect my baby?,"First trimester (less than 14 weeks) abortions usually have little effect on subsequent pregnancies. However, this still depends on each individual's anatomy, so do discuss this with your doctor if you are concerned. Mid-trimester abortions (More than 14 weeks) (MTPT) that occured after the first trimester may have some effect on subsequent pregnancies. For example, studies have shown a slightly increased risk of preterm labour. Please do let your doctor know about your full medical history, so he or she can give you the most optimized care.",will,
How will my later pregnancies be different from my first?,"You may experience physical symptoms of pregnancy earlier this time around (e.g. baby movements), mainly because you are now familiar with how they feel and can pick them up earlier. However, you may not experience the same symptoms (e.g. severity of vomiting) as the first pregnancy, as all babies are unique! Your baby bump may look different, too. Finally, you may experience slightly more bothersome backache, as your abdominal muscles may not be as strong as in the first pregnancy after multiple births.",how,
Why do I feel less excited and happy about my subsequent pregnancy?,"Some mothers report feeling less excited about the pregnancy after the first birth. Don't fret, this is normal and common, as you now have other children to care for who will take up a significant amount of your attention. However, if you experience overwhelmingly low mood, please do see your doctor to talk about your symptoms.",why,
Will there be any complications in my subsequent pregnancies?,"This depends on the nature of the complication. Some complications are indeed risk factors for its own recurrence (e.g. previous pre-term labour), but some complications are likely due to one time events (e.g. infection). Please discuss with your doctor pertaining to your unique case!",will,
Is vaginal birth or C-section better for subsequent labour?,"If you have had a vaginal birth before, it is likely that you will experience a quicker and easier labor and delivery this time around. Your perineal muscles and cervix are now familiar with relaxing to allow the baby to exit, which accounts for the shorter birth process. If you have had 1 c-section before, you may discuss with your physician to see if you are a safe candidate for VBAC (vaginal birth after caesarian) if you would like to opt for natural birth. Since you have never had a vaginal birth before, it will be simliar to a first-time mother trying vaginal birth.",symptom,
Will my hormones affect breastmilk?,"If you are concerned about changes in the breastmilk as you enter another pregnancy, don't worry! Studies show that the quality of the breastmilk remains safe and largely unchanged during pregnancy, and pregnancy hormones generally do not pass into the breastmilk.",will,
Will my womb contract due to breastfeeding?,"It is a common concern that breastfeeding may lead to early womb contractions through the hormone, oxytocin. However, during the majority of a normal, uncomplicated pregnancy, breastfeeding only brings on mild womb contractions that does not harm the baby. However, when the pregnancy approaches term (37 weeks), oxytocin does start to take effect on the womb, so it would be advisable to pause breastfeeding when you approach term.",will,
Will my breastmilk supply decrease during pregnancy?,"Milk supply may slow down in the middle of the pregnancy. However, this varies from individual to individual. If your supply is adequate, it is totally feasible to breastfeed both your older and newborn at the same time.",will,
Will being overweight affect my baby?,"Most overweight mums deliver perfectly healthy babies. However, overweight mums do have an increased risk of complications compared to normal weight mums. There will be an increased risk of the following complications: gestational diabetes, hypertension of pregnancy, miscarriages, preterm labor, stillbirth and certain types of birth defects. Also, it may be more difficult to estimate the baby's size and anatomical features in mums who are overweight. Both normal delivery and caesarian sections may be more difficult and longer in duration for overweight mums as well. You can minimize your risk by staying within the recommended weight range, and working closely with your doctor to monitor any potential complications. Also, as always, try to eliminate all other habits that are bad for your pregnancy, such as drinking and smoking. ",symptom,
Will being underweight affect my baby?,"Most underweight mums deliver healthy babies. However, underweight mums do face increased risk of some pregnancy complications compared to normal weight mums. Underweight mums are at risk of having a baby who is small-for-gestational-age, as well as preterm birth. Your risk can be minimized by eating well, taking your vitamins, and gaining weight according to the recommned weight range.",symptom,
Will my age cause higher chances of my child getting Down Syndrome?,"Usually, women over 35 years are considered as ""advanced maternal age"" (AMA). Women below 35 years old are generally considered to have low-risk for age-related genetic diseases, such as Down syndrome. For example, the risk of Down Syndrome is 1 in 1250 in a 25 year old mum, 1 in 1000 in a 30 year old mum, but jumps to 1 in 300 for 35 year old mums and 1 in 35 in 45 year old mums. Nevertheless, Down Syndrome screening is now universally recommended to all age groups, because even younger mums still have a small risk of having a baby with Down Syndrome. The good news is, most older mums still give birth to healthy babies! However, as your age increases, the likelihood of having a baby with genetic syndromes, such as Down Syndrome, increases. For example, the risk of Down Syndrome is 1 in 1250 in a 25 year old mum, 1 in 1000 in a 30 year old mum, but jumps to 1 in 300 for 35 year old mums and 1 in 35 in 45 year old mums. We would strongly recommned getting a screening test in the first trimester to determine your baby's risk, if you think this will change your plans for the pregnancy. Other risks include higher chance of miscarriage, preeclampsia, diabetes, and conceiving twins. There is also a higher rate of c-sections among older mums.",symptom,
Will my husband's age affect my baby?,"The older the partner's spermatocytes, the longer they have to undergo mutations or be exposed to environmental harm. For example, the risk of having a miscarriage increases as the dad's age increases. Nevertheless, the effect of dad's age on pregnancy is very small in this age group. In addition to increased risk of miscarriage for dads in this age group, some studies have shown an increase in the risk of autism in fathers older than 40. Nevertheless, the risk is very small. In addition to increased risk of miscarriage and autism, the incidence of Down syndrome increases in fathers over 50 years old. Nevertheless, the risk is very small. Please speak to your doctor if you would like to undergo Down Syndrome screening for your baby.",symptom,
Can I get vaccines during pregnancy?,"Many viruses can make you very sick during the pregnancy, so being vaccinated is important. However, it is best to get all the vaccines you need before conception, as some vaccines are not recommended in the pregnancy. Specifically, vaccines that use live viruses should not be taken during the pregnancy, such as MMR (measles, mumps, and rubella) and varicella (chicken pox). Other immunizations, such as hepatitis B, are safe. In fact, the seasonal flu vaccine and the Tdap vacine (diphtheria, tetanus, and pertusis) are recommended for every pregnant women. Please visit your doctor and get them done at the recommended timing!",should,
"I have family history of thalassemia, will this affect my baby?","If your partner does not have family history of thalassemia, it is not likely that you will require thalassemia testing. However, your doctor will monitor your blood cell level for anemia during the pregnancy. In case anemia is found and not well explained, your doctor might discuss testing for thalassemia again at the suitable point. If both you and your partner have a family history of thalassemia, we strongly recommend you to go for prenatal diagnostic testing to find out whether your unborn baby has thalassemia major, a life-threateneing condition. Based on the result of these tests, your doctor will be able to advise you accordingly.",will,
"My partner is not sure if he has thalassemia, what should we do?","If you have history of thalasemmia and your partner is not sure, we would strongly advise your partner to undergo a simple blood test to test for thalasemmia. Your doctor will be able to advise you accordingly when both your results are available. If you do not have a history of thalassemia and your partner is not sure of his status, it is not likely that you will require thalassemia testing. However, your doctor will monitor your blood cell level for anemia during the pregnancy. In case anemia is found and not well explained, your doctor might discuss testing for thalassemia for both you and your partner at a suitable point in time.",what,
Do I need thalassemia testing?,"If neither you nor your partner have a family or personal history of thalassemia, it is not likely that you will require thalassemia testing. However, your doctor will monitor you for anemia during the pregnancy. In case anemia is found and not well explained, your doctor might discuss testing for thalassemia again at the suitable point. If neither you or your partners have been tested for thalasemia. In this case, your doctor may start with drawing your blood for a simple test for your red blood cell count. If it is normal, then your baby will likely be okay. If you are found to have low blood count, you will be adviced to go under futher testing, and your partner will need to have his blood tested as well. ",do,
Should I test for diabetes?,"This will depend on the specific practice of your country, hospital, as well as your risk factors. For example, some hospitals in Singapore has implemented universal screening for gestational diabetes (GDM), where as others are only screening those at high risk (e.g. >35 years old; obese; family history of DM). Please check with your doctor to clarify the practices in your area, and your unique medical history.",should,
"I recently went for diabetes testing, can you tell me what is a normal result?",The normal OGTT values are as follows: The normal fasting glucose level should be <5.1 mmol/L. The normal 2-hour glucose tolerance level should be <10 mmol/L,what,
What is Down Syndrome?,"Down syndrome is a genetic disorder caused when abnormal cell division results in an extra full or partial copy of chromosome 21. This extra genetic material causes the developmental changes and physical features of Down syndrome. Down syndrome varies in severity among individuals, causing lifelong intellectual disability and developmental delays. It's the most common genetic chromosomal disorder and cause of learning disabilities in children. It also commonly causes other medical abnormalities, including heart and gastrointestinal disorders.(Definition adapted from Mayo Clinic)",what,
When should I tell my family that I am pregnant?,"Congratulations! When to tell your family is totally up to you. Some couples opt to hold off on any announcements until the first trimester has passed, and some keep the secret as long as they can�say, until the baby bum- starts making it obvious. Others have rushed off to tell the world. Still others tell selectively, starting with those closest. Since there�s no right or wrong time to tell or way to tell, do whatever works for you.  Understandable, just about every couple worries about the �what-if.� What if the happy news turns to sad news�what if pregnancy ends soon after it has started, with a miscarriage? More than any other reason, that�s why many couples hold off on announcing pregnancy until the first trimester is safely behind them. But here�s the flip side to keeping pregnancy completely to yourselves early on. Should the unlikely event of a miscarriage or undesirable result on prenatal testing, will going it alone make the sad news harder to handle? So talk it over with your partner, and do what feels most comfortable. Just remember: In spreading the good news, don�t forget to take the time to savor it as a twosome.",when,
Should I tell my workplace colleagues about my pregnancy?,"Congratulations! When to break to news to your workplace is your judgement call. We may suggest that you can think about these following factors: environmental risk of your workplace (radiation, assess the risk), upcoming reviews, and baby-friend-level of your workplace! ",should,
Will I have stretch marks after pregnancy?,"Stretch marks are caused by small tears in the supporting layers of the skin when your belly expands during pregnancy. Most pregnant ladies will walk away from pregnancy with them - almost like a badge of honour! But we recognize that they may be undesirable. To do your part in preventing stretch marks in your pregnancy, try to gain weight steadily and gradually, as the faster skin stretches, the more likely the stretching is to leave its mark. Promoting elasticity in your skin by keeping a regular exercising and eating habit with vitamin C rich foods. Some women find that creams designed to reduce stretch marks are effective in preventing stretch marks, so you may apply your favourite cream or moisturizers, as they will at least prevent the dryness and itching associated with pregnancy.",will,
Can I smoke during pregnancy?,"We strongly recommend expecting mums to quit smoking before conception or as early as possible in the pregnancy, as smoking increases the risk of many health problems in the mum and baby, such as premature delivery and low birth weight.",should,
Can I drink alcohol during pregnancy?,"Unfortunately, no ""safe amount"" has been determined for alcohol consumption in pregnancy. We would strongly recommend you to refrain from drinking any alcohol during the pregnancy, as it has been linked to Fetal Alcohol Syndrome, a form of mental retardation in the fetus.",should,
Can I travel by car during pregnancy?,"Travelling by car is usually safe. Be sure to drive safely, and take frequent breaks to stretch your legs for lengthy trips. Keep nutritious snacks and water handy, and make sure the seat is comfortable by bringing along cushions for back support. Happy travelling!",should,
Can I travel by train during pregnancy?,"Travelling by train is usually safe, but do check if there is a dining car, or pack enough meals and snacks for the ride. Booking a sleeping care if you are travelling overnight, as we would like you to be well rested during the pregnancy! ",should,
Can I take a ship or boat during pregnancy?,"If you're planning to take a cruise ship or boat, do check with the organizer about any restrictions on pregnant women, and ask about medical facilities on board. Keep in mind that motion sickness may worsen nausea from any morning sickness, and as always, move about to stretch your leg often when you're onboard to prevent blood stasis in your legs. It would be good to check with your doctor to see if your specific condition allows you to go on a cruise, and if you should carry any medication with you. Happy travelling!",should,
Can I fly during pregnancy?,"Airplane are usually safe for early pregnancy, but most airlines post restrictions on flying once you reach a certain point in the third trimester. Do check with your airline before booking the ticket. For any flight, try to get up and walk about every hour to prevent blood stasis in your leg, which could be a dangerous condition. Happy travelling!",should,
Can I have sex during pregnancy?,"In most cases, sex is safe in the pregnancy! Other situations where sex needs to be restricted include previous history of miscarriage, or if your partner is possibly infected with viruses such as Zika or an STI. Please check with your doctor if you need any additional clarifications! If you had a history of preterm labour, or signs of pre-term labour, such as contractions or cervical opening, sex may induce further cervical opening and labour, which may be harmful for the pregnancy. We woule advise you to check with your doctor before engaging in intercourse. If you had bleeding in this pregnancy, or be diagnosed with placenta previa, sexual activity could cause further bleeding.",should,
Can I exercise during pregnancy?,"Yes! In fact, we would recommend you to stay active throughout your pregnancy, as long as you listen to your body, and stop when it is causing physical discomfort. However, do get clearance from your doctor about your particular exercise regime, especially if you have had complications during the pregnancy, such as bleeding. The growing fetus receives its oxygen and nutrients supply via the placenta. Risk during exercise in pregnancy is when exercise increases blood flow to the working muscles and away from other parts of the body. Blood flow to the placenta may be compromised at high intensity exercise and during dehydration.",should,
Can I drink coffee during pregancy?,Doctors usually agree that having under 200mg of caffeine per day is perfectly safe for your baby. This is equal to approximately 1 tall sized coffees or 1  espresso shot. ,should,
How will caffeine affect my pregnancy?,"Caffeine is a substance which crosses the placenta, so the baby is having some along with the nutrients from you. While limited amount of caffeine will not affect the baby, large amount of caffeine intake has been associated with increased miscarriage. It may also prevent you from getting enough rest during the pregnancy.",how,
Can my baby use computer and phone screens?,"That's a popular question! Most studies done on this subject have shown that the radiation emited from electronic screens does not directly cause harm to the pregnancy. However, there are two ways that mobile devices indirectly cause harm to you and your baby. Click to find out more!",should,
Will computer and phone screens affect my sleep?,"The LED light emitted from your device screen can affect your circadiam thythm through supressing the level of sleep hormone, melatonin. We would recommend switching off your mobile device 30 minutes to 1 hour before your planned bedtime!",will,
Should I have a pap smear during pregnancy?,"Women between 21 and 65 are recommended to screen every 3 years (unless you have had abnormal results in the past), so you may plan ahead and let your doctor know when you would like to screen next. Your postnatal appointments may be a good time for this, as a pelvic exam is usually done. Antenatal appointments (and postnatal appointments) are good opportunities to do them, since doctors may need to examine you anyways so you can avoid an additional less-than-comfortable examination. Do discuss with your doctor at your next appointment!",should,
What are safe sex positions during pregnancy?,"For vaginal sex, most positions are safe, as long as your partner does not put any weight on your belly. After the 2nd trimester, it is also a good idea not to lie flat on your back for an extended period of time. Most pregnant womens may find that side-lying positions are most comfortable as they keep you off your back. You can try front-front facing side positions or front-back facing side positions (i.e. spooning). Rear-entry positions placing you on your knees are also safe. But first, do make sure sex in general is safe in your unique pregnancy - try asking the bot ""is sex safe in pregnancy"", or checking with your doctor for the green light. ",what,
Can I have oral sex during pregnancy?,"Oral sex is safe and a great way to stay intimate throughout the pregnancy. The only point to note is that make sure your partner does not blow air directly into the vagina, which can sometimes cause problems in your uterine blood vessele (air emboli).",should,
Can I have anal sex during pregnancy?,"Anal sex may be practiced with caution in pregnancy. This is because the area is extra sensitive during pregnancy, and intercourse may cause more problems with any existing constipation or hemorrhoids. Also, remember never to switch from anal to vaginal intercourse without cleaning, this could introduce harmful bacteria into the birth canal. ",should,
Can I masturbate during pregnancy?,"Masturbating during pregnancy is perfectly safe and a great way to release all the tension felt during pregnancy. However, in some rare pregnancy conditions such as history of preterm labour, orgasms are off-limits because they can cause womb contractions.  In these cases it is wise to refrain from sex and masturbation. ",should,
Can I do facial during pregnancy?,"Most facials are safe during pregnancy, and is a great way to clean out the excessively clogged pours due to pregnancy hormones. Make sure they don�t contain ingredients that may harm the baby, such as vitamin-A derivatives. Some of the more aggressively exfoliating treatments may make sensitive skin during pregnancy worse. Avoid facials that use an electrical microcurrent or lasers, as safety measures are variable. Let your beautician know that you are pregnant, and ask for preparations that are soothing and least likely to provoke a reaction. If you�re unsure about a particular treatment�s safety, check with your practitioner before going for it.",should,
Can I use sauna or steam room or hottub in pregnancy?,"Activities that sustain a high body temperature are better to be avoided in pregnancy. This is because high temperatures are harmful for development of embyo and fetus, especially in the first and second trimester on brain and spine development. Furthermore, the heat might lead to dehydration or dizziness, which becomes risk factors for falls. The same goes for hot tubs, steam rooms, and Japanese Onsen. Quick hot showers are fine, so there is no need to switch to cold showers. ",should,
Can I have manicure or pedicure during pregnancy?,"It�s perfectly safe to have your nails painted while pregnant. There are, however, ways to make your experience even safer. Refrain from breathing in the fumes of nail polish for a prolonged time. This can be done by asking for nontoxic polish, finding a well-ventilated salon, and/or wearing a mask. Ask the beautician to take extra precautions not to break any skin (i.e. during callous removal), as it can introduce infections. If you do gels, ask for specially made gloves that cover your hands, exposing only your nails to the UV light (or frequent a nail salon that uses LED light).",should,
Can I perm or straighten my hair?,"Although hair perming and straightening are perfectly safe in pregnancy, you may not get the results you are hoping for. This is because hair responds unpredictably under the influence of pregnancy hormones. Therefore, feel free to use mechanical curlers or straightening irons that are chemical free, but be prepared to make peace with your new pregnancy hair!",should,
Should I eat more portions?,"In fact, that is a myth. Eating twice as much doesn't double your chances of having a healthy baby � instead, it's likely to mean excessive weight gain for you, which can put you at risk for pregnancy complications.This is because your body becomes more efficient at absorb nutrients during pregnancy. Research evidence suggest that says if you're at a healthy weight, you need no additional calories in the first trimester. Starting the second trimester, where the baby is growing faster in size, you may need around 340 extra calories a day, and around 450 extra calories a day in the third trimester. If you're overweight or underweight, you'll need more or less than this depending on your weight gain goal. These numbers would also be different if you're having twins or more! Check with your doctor if you need any clarifications.",should,
I have a bellybutton piercing - what should I do?,"As long as your belly piercing is healed and healthy, you will not have to remove it until later in the pregnancy. Your belly button marks where you connected to your own mom in the womb, not where your baby connects to you�which means a piercing won�t provide a path for pathogens to reach your baby. As you progress to the second and third trimester, you may find that your belly bar or belly ring becomes too uncomfortable to wear, tor start to rub or get caught on your clothing. When that happens, it is best to remove the belly-button jewlery for the time being. We would not recommend getting your belly (or anywhere else on your body) pierced during pregnancy, due to the increased chances of infection.",what,
What should I wear during my pregnancy?,"Generally, you are free to wear anything that makes your day! However, do try to stay away from tight clothing especially around the belly area, including belts. This is because tight clothing may restrict your circulation and baby's growth. Choose loose, comfortable and breatheable clothing. ",what,
Can I wear high heels?,"We would advice you to stay away from high heels during pregnancy. Not only do they increase risk of fall, they also increase back pain. But hope is not all lost! You can go for lower wedges, and flats with good arch support are best!",should,
Can I run or jog during pregnancy?," If you were not an avid runner before prepregnancy, stick to brisk walking for now. If you are an experienced runners, you may stay on track during pregnancy but limit your time to 20 minutes, and stick to level terrain or use a treadmill. Pregnancy hormones often soften your ligaments and joints, which means that running may be more impactful on your knees than before and make you more prone to injury. The bottom line is listen to your pregnant body and adjust your exercises accordingly!",should,
Can I lift weights during pregnancy?,"We don't recommend lifting weights in the pregnancy, as the sudden increase in abdominal pressure in the upgoing motion of lifting can potential cause harm to your womb. In fact, avoid lifting any heavy items at all, but if you must, do it slowly. First, stabilize yourself by assuming a wide stance. Next, bend at the knees, not at the waist. And finally, lift with your arms and legs, not your back. If you have to carry a heavy load when you�re shopping, split it evenly between 2 shopping bags and carry one in each arm rather than carrying it all in front of you as this may cause you to loose balance.",should,
What to do if I nose bleed?,"Nose bleeding is in fact a common symptom in pregnancy. This is because the hormonal changes in a pregnant women's body, especially increase in estrogen and progesterone, increases blood flow and mucus membrane. This results in a stuffy nose and nosebleed from easily breakable new capillaries. Sit comfortably and press on the bridge of your nose. The bleeding should stop within a few minutes. Do not lean back, may case aspiration,",what,
Will history of STDs affect pregnancy?,"Most STDs can affect pregnancy but most can also be easily and safely treated, even during pregnancy. If you�re not sure whether you�ve been tested for STDs, check with your doctor. Testing is a vital precaution to take in pregnancy, even if you�re pretty certain you couldn�t be infected with an STD. If a test does turn out to be positive, treatment (for both you and your partner, if necessary) will protect not you and your baby's health.",will,
"I cannot remember what STD I was diagnosed with, will it be a problem?","It's okay that you don't remember what you diagnosis was. In fact, many women are often unaware of being infected at all. The Center for Disease Control recommends that all expectant mothers be tested early in pregnancy for the STDs most likely to pose a serious risk to mom and baby. Please check with your doctor to make sure that these tests are going to be done for you.",what,
How can Chlamydia harm me and my baby?,"Chlamydia is the most common infection passed from mother to baby, and is considered a potential risk to both. Because half of women infected with chlamydia don�t have symptoms, routine screening is important. The best time to treat chlamydia is before pregnancy. But prompt treatment with antibiotics during pregnancy can prevent transmission of the infection to baby, which can include lung or eye infection. An antibiotic ointment is also routinely used at birth on the new infant to protects the newborn from chlamydial and gonorrheal eye infection.",how,
How can Gonorrhea harm me and my baby?,"Gonorrhea can cause conjunctivitis, blindness, and serious generalized infection in a baby if it is delivered through an infected birth canal. An expectant mom who tests positive for gonorrhea should be treated immediately with antibiotics. Treatment is followed by a ""test of cure"", whcih is another bacterial culture to make sure that the mom is infection free. Furthermore, an antibiotic ointment is usually applied to the eyes of every newborn at birth to make sure we don't miss anybody.",how,
How can Syphilis harm me and my baby?,"Syphilis can cause a variety of birth defects as well as stillbirth. Therefore, testing is done for all pregnant women at the first prenatal visit. Antibiotic treatment of infected pregnant women before the second trimester, when the infection usually begins to cross the placental barrier, can effectively prevents harm to the fetus in most cases. ",how,
Can HPV transmit or be passed on to my baby?,"HPV transmission to babies is very low�and even in the unlikely case that a baby does get the HPV virus, it typically clears without treatment. Genital warts caused by the HPV virus rarely affects the baby. However the hormonal changes of pregnancy can cause the warts to multiply or get larger. The warts can be safely removed by freezing, electrical heat, or laser therapy. If  they�re not impacting your pregnancy, this treatment may be delayed until after delivery.  If you do have HPV, your pratitioner will also check your cervix to make sure there are no cervical cell irregularities, but aany necessary cervical biopsies to remove the abnormal cells will likely be postponed until after the delivery.
 ",should,
How can Herpes harm me and my baby?,"Herpes infection in a newborn is rare, especially if you are having a recurrent infection (that is, she�s had herpes before) during pregnancy.  Please let us know if this is the first time you're having a herpes infection or otherwise.",how,
What is the impact of HIV on pregnancy?,"At most hospitals, pregnant women are screened for HIV as early as possible during each pregnancy unless they decline the test. That�s because infection in pregnancy by the HIV virus, which causes AIDS, is a threat not just to the expectant mom but also to the babyl. Twenty-five percent of babies born to untreated mothers will have the virus. Fortunately, the treatments that are now available reduces this risk greatly. Treating an HIV-positive pregnant woman with antiretroviral drugs can dramatically reduce the risk of her passing the infection on to her baby, without any harmful side effects. For women with a high amount of HIV in their body, delivering by elective c-section (before contractions begin and before membranes rupture) can reduce the risk of transmission even more. 
",what,
How does a herpes infection impact my pregnancy?,"If you had herpes infection before pregnancy, the risk to your baby is very low. To lower it even more, your doctor may give you antiviral meds beginning at week 36 of your pregnancy�even if you don�t have active lesions. If you end up having active lesions when labor starts, you�ll probably have a c-section to protect your little one from infection in the birth canal. In the unlikely event a baby is infected, he or she will be treated with an antiviral drug. After delivery, the right precautions can allow you to care for and breastfeed your baby without passing along the virus, even during an active infection. A herpes infection that appears for the first time in pregnancy increases the risk of miscarriage and premature delivery. If you haven�t had genital herpes before, and is now showing any signs of a primary infection (fever, headache, fatigue, and achiness for 2 or more days, accompanied by genital pain, itching, pain when urinating, vaginal and urethral discharge, and tenderness in the groin, as well as lesions that blister and then crust over), call your doctor immediately. After delivery, the right precautions can allow you to care for and breastfeed your baby without passing along the virus, even during an active infection.",how,
What is bacterial vaginal infection and how will it affect my baby?,"Bacterial vaginosis (BV) is the most common vaginal condition in women of childbearing age, affecting more than three-quarters of all women and up to 16 percent of pregnant women. BV, which occurs when certain types of bacteria normally found in the vagina begin to multiply in large numbers, is often accompanied by an abnormal gray or white vaginal discharge with a strong fishlike odor, and rarely pain, itching, or burning. During pregnancy, BV is associated with a slight increase in complications, such as premature rupture of the membranes, amniotic fluid infection and pre- mature labor. It may also be linked to a slight risk of miscarriage and low birth- weight. Treating symptomatic BV with antibiotics during pregnancy may sometimes decreases the risk of complications, Be sure to mention any symptoms you may have to your practitioner so you can get the right diagnosis and treatment.",what,
How will yeast vaginal infection affect my pregnancy?,"Yeast infections (also called ""thrush"" or candida) during pregnancy are more common than any other time in a woman�s life, especially during the second trimester. f you think you may be experiencing a yeast infection, the following information will prepare you to discuss the possibility with your doctor. Though yeast infections have no major negative effect on pregnancy, they are often more difficult to control during pregnancy, causing significant discomfort for you. Don�t wait to seek treatment!",how,
What is trichomoniasis?,"The symptoms of trichomoniasis are a greenish, frothy vaginal discharge with an unpleasant fishy smell and, often, itching. About half of those affected have no symptoms at all. Though the disease does not usually cause serious illness or pregnancy problems (or affect a baby whose mom is infected), the symptoms can be irritating. Generally, expectant moms with symptoms of trichomoniasis are tested, and if found positive for the infection, are treated safely with antibiotics.",what,
Can I do x-ray during pregnancy?,"Routine x-rays (such as dental x-ray) should be postponed until after delivery, just to
 be on the extra-safe side. But if putting off x-rays during pregnancy just isn�t a good idea (the risk of having one is outweighed by the risk of not having one), most practitioners will green-light the procedure. That�s because the risks of x-rays during pregnancy are really very low and can be easily made even lower. Dental x-rays target your mouth. In addition, your doctor will put a lead shield to protect your baby.. What�s more, a typical diagnostic x-ray of any kind rarely delivers more radiation than you�d get from spending a few days in the sun at the beach. Harm to a fetus occurs only at very high doses, doses you�re extremely unlikely to ever be exposed to. Still, if you do need an x-ray during pregnancy, keep the following rules in mind. The x-ray equipment should, when possible, be directed so that only the minimum area necessary is exposed to radiation. A lead apron will be used to shield your womb, and a thyroid collar should protect your neck. ",should,
Should I inform my doctors before x-rays that I am pregnant?,"Always inform the doctor or dentist ordering the x-ray and the technician performing it that you�re pregnant, even if you�re pretty sure they know and even if you checked it off on any forms you filled out. ",should,
Should I buy supplements for my pregnancy?,"Most of us can get the vitamins we need by eating a balanced diet. However, there are certain vitamins that we would recommend depending on your period of pregnancy. ",should,
What supplement would you recommend?,"The only supplement that is needed in early pregnancy is folic acid. In fact, we recommend you to start taking folic acid as soon as you are trying to conceive. Please check with your doctor regarding the dosage, which depends on several factors, including your past medical and obstetrics history. As the baby grows larger, it requires a little more nutrients from you. We would recommend you to start taking a multi-vitamin specialy designed for pregnant women at this point. Please check with your doctor for the dosage that suit your needs!",what,
What medications should I avoid?,"This question does not have a straight forward answer, as depend on many factors, including your stage of pregnancy and the risk benefit balance of taking or not taking the medication in your unique situation. We would advice you to speak to your doctor about taking any medication in the pregnancy, so he or she can ensure that you are taking only what is necessary for you. Don�t stop or start taking any type of medication that you need without first talking with a healthcare provider. Don�t make decisions about medication use during pregnancy based on lists you find online. Instead use the lists as a starting point to talk with your doctor. ",what,
"Why do I feel depressed, guilty or emotionless during pregnancy?","Depressive symptoms affect as many as 1 in 4 women in early pregnancy, and it is a problem that obstetricians take very seriously! Please speak to your doctor at your next appointment so they can offer the most appropriate support. In the mean time, here are some resources that you can read up on, which may help with your mood. Remember you are never alone, and your doctors are happy to support you. If you feel that you have thoughts of harming yourself, please get in touch with a doctor immediately. ",why,
Will stress affect my pregnancy?,"Research shows that pregnancy isn�t affected by typical stress levels. If you feel that you are able to cope well with your everyday stress, then your baby will be able to cope just fine, too. Here are some advice that may help you manage your stress better! Stress that isn�t well managed can take its toll, particularly if it continues into the second and third trimesters. In addition to the tips offered here, we would advice you to join a support group or see a mental health specialist to help you along your journey. ",will,
How can I deal with stress of pregnancy?,"If dealing with your current state of pregnancy gets too overwhelming for you, establishing a routine will help you feel better in control of your life. Try working your activities and schedule so that you will be meaningfully engaged. Also, do allow flexibility to changes in your schedule, as you will need much rest.If dealing with your current state of pregnancy gets too overwhelming for you, establishing a routine will help you feel better in control of your life. Try working your activities and schedule so that you will be meaningfully engaged. Also, do allow flexibility to changes in your schedule, as you will need much rest. 

Talking to your partner or friend, a doctor or counselor about your thoughts and feelings is also a great way of releasing your pent-up emotions. You should be able to get your emotional support from your partner, but someone with symptoms of depression or anxiety should benefit from seeking advice and treatment from a specialist.

Another way to keep your days going is to write your thoughts and feelings down in a diary. Having a baby is a life-changing and significant time for you. Writing down your thoughts could help you to keep track and gain a better perspective of what happened and how things have affected you.

Coping with pregnancy can be an enormous stress for many people. Do not be embarrassed about getting the help that you need, may it be with household chores or caring for family members. You would need to rest and converse your energy for your health.",how,
How can I better take care of myself during pregnancy?,"Taking care of yourself means allowing you to have time for yourself to rest or to do little things that you enjoy. It will do you a world of good to be out of the house for a breather or fresh air, even for a short period of time. You may even want to go window-shopping or to catch up with a friend, if you are allowed to walk about.

Taking care of yourself also means taking care of what you eat, so that you have the right nutrition needed to carry your baby. Light exercise would help build up your immune system and prepare you with the energy needed for your pregnancy and childbirth. Please consult your obstetrician for advice if you are not sure what is appropriate for you.",how,
What is an abdominal ultrasound?,"This most common form of ultrasound uses a small, rectangular probe to look at the baby through scanning your lower abdomen. It is usually not painful and very safe. ",what,
What is a transvaginal ultrasound?,"The transvaginal ultrasound involves inserting a thin probe into your vaginal with a disposable cover. This is sometimes neccesary because when the fetus is in the early stages, the abdominal ultrasound may not be able to detect it or make out its details due to its small size. The vaginal pathway provides a much closer look to the womb. It method may cause slight discomfort in some women, but rest assured that it is safe for the baby.",what,
what is a doppler ultrasound?,"Dopper ultrasound is a more specialized mode to look at bloodflow through the placenta and the health status of the baby. Only certain pregnancies at higher risk may require this scan, and it uses a higher dose of soundwave compared to other types of ultrasound. Neverheless, it is still within safe limits.",what,
